idade_pessoa,renda_pessoa,propriedade_casa_pessoa,tempo_emprego_pessoa,intencao_emprestimo,grau_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,percentual_renda_emprestimo,inadimplente_pessoa,grau_emprestimo_encoded
28.0,55000.0,Rent,10.0,Education,B,13000.0,10.99,0.0,0.24,N,1.0
36.0,80000.0,Mortgage,9.0,Education,C,6000.0,12.94367827683963,0.0,0.07,N,2.0
29.0,60000.0,Mortgage,3.0,Medical,A,10000.0,7.964523163848274,0.0,0.17,N,0.0
25.0,24000.0,Rent,0.0,Venture,E,7000.0,16.45,1.0,0.29,Y,4.0
28.0,60000.0,Mortgage,8.0,Medical,B,20000.0,11.71,0.0,0.33,N,1.0
27.0,68000.0,Rent,4.0,Homeimprovement,A,8700.0,7.88,0.0,0.13,N,0.0
21.0,24000.0,Rent,0.0,Education,C,4600.0,13.99,0.0,0.19,Y,2.0
29.0,33600.0,Rent,0.0,Debtconsolidation,C,5000.0,13.92,0.0,0.15,Y,2.0
27.0,62000.0,Mortgage,6.0,Debtconsolidation,B,15000.0,10.508580109191723,0.0,0.24,N,1.0
22.0,128000.0,Mortgage,6.0,Venture,A,21600.0,6.91,0.0,0.17,N,0.0
24.0,65000.0,Mortgage,3.0,Education,B,12000.0,9.91,0.0,0.18,N,1.0
28.0,59904.0,Mortgage,12.0,Medical,C,3000.0,12.53,0.0,0.05,Y,2.0
28.0,44000.0,Mortgage,12.0,Medical,B,8000.0,10.59,0.0,0.18,N,1.0
24.0,44000.0,Rent,2.0,Debtconsolidation,D,25000.0,15.33,1.0,0.57,N,3.0
26.0,60000.0,Rent,4.0,Education,C,9000.0,12.68,0.0,0.15,N,2.0
26.0,87000.0,Mortgage,10.0,Debtconsolidation,B,10000.0,9.99,0.0,0.11,N,1.0
25.0,35000.0,Rent,3.0,Venture,B,2400.0,12.53,0.0,0.07,N,1.0
24.0,87000.0,Mortgage,7.0,Homeimprovement,B,25000.0,10.99,0.0,0.29,N,1.0
21.0,36140.0,Rent,5.0,Education,A,9000.0,8.94,1.0,0.25,N,0.0
24.0,28800.0,Rent,5.0,Personal,A,8000.0,7.948957624177483,0.0,0.28,N,0.0
28.0,136092.0,Mortgage,2.0,Venture,C,8000.0,13.61,0.0,0.06,N,2.0
24.0,64000.0,Mortgage,7.0,Venture,F,4000.0,20.89,1.0,0.06,N,5.0
28.0,69000.0,Own,11.0,Homeimprovement,B,6000.0,11.86,0.0,0.09,N,1.0
22.0,64000.0,Rent,0.0,Personal,D,8000.0,14.84,1.0,0.13,N,3.0
34.0,14000.0,Rent,3.0,Personal,C,5000.0,13.35,1.0,0.36,N,2.0
39.0,33100.0,Rent,3.0,Debtconsolidation,C,8000.0,14.26,1.0,0.24,Y,2.0
24.0,20000.0,Own,2.0,Personal,A,3000.0,8.94,0.0,0.15,N,0.0
26.0,48996.0,Rent,8.0,Debtconsolidation,D,2500.0,14.59,1.0,0.05,N,3.0
22.0,49920.0,Rent,6.0,Debtconsolidation,B,10000.0,11.14,0.0,0.2,N,1.0
31.0,20000.0,Own,1.0,Homeimprovement,A,5000.0,8.59,0.0,0.25,N,0.0
32.0,150000.0,Mortgage,4.0,Debtconsolidation,B,7800.0,11.86,0.0,0.05,N,1.0
34.0,30636.0,Rent,4.0,Debtconsolidation,B,10000.0,10.37,1.0,0.33,N,1.0
22.0,30000.0,Rent,2.0,Education,C,13000.0,13.11,1.0,0.43,N,2.0
24.0,14400.0,Rent,1.0,Education,C,1875.0,13.49,0.0,0.13,Y,2.0
23.0,140000.0,Mortgage,7.0,Personal,C,6000.0,13.49,0.0,0.04,Y,2.0
28.0,61000.0,Rent,12.0,Homeimprovement,C,15000.0,13.99,0.0,0.25,N,2.0
46.0,47000.0,Mortgage,5.0,Personal,A,6000.0,7.14,0.0,0.13,N,0.0
24.0,45000.0,Own,4.0,Venture,A,11000.0,7.49,0.0,0.24,N,0.0
21.0,35000.0,Rent,6.0,Venture,A,10000.0,7.66,0.0,0.29,N,0.0
33.0,36000.0,Rent,1.0,Medical,C,6000.0,13.22,0.0,0.17,Y,2.0
32.0,77000.0,Mortgage,14.0,Debtconsolidation,B,23000.0,11.49,1.0,0.3,N,1.0
25.0,90000.0,Mortgage,2.0,Medical,B,9500.0,11.71,0.0,0.11,N,1.0
28.0,126000.0,Mortgage,2.0,Homeimprovement,B,12000.0,11.71,0.0,0.1,N,1.0
27.0,19000.0,Own,2.0,Homeimprovement,D,7800.0,15.58,1.0,0.41,Y,3.0
33.0,35050.0,Mortgage,15.0,Medical,A,8000.0,8.32,1.0,0.23,N,0.0
23.0,68000.0,Own,2.0,Venture,A,14000.0,7.995654243189858,0.0,0.21,N,0.0
35.0,110000.0,Rent,9.0,Debtconsolidation,C,25000.0,13.49,0.0,0.23,N,2.0
28.0,159000.0,Rent,5.0,Personal,D,6000.0,15.95,1.0,0.04,N,3.0
24.0,104606.0,Mortgage,8.0,Venture,D,5000.0,15.28,0.0,0.05,N,3.0
24.0,45000.0,Mortgage,2.0,Personal,A,7200.0,7.29,0.0,0.16,N,0.0
27.0,56400.0,Rent,1.0,Venture,B,9700.0,8.88,0.0,0.17,N,1.0
25.0,63000.0,Mortgage,0.0,Personal,D,25000.0,13.87,0.0,0.4,N,3.0
22.0,70000.0,Mortgage,6.0,Education,A,6000.0,7.14,0.0,0.09,N,0.0
25.0,39996.0,Rent,0.0,Venture,C,5000.0,12.87,0.0,0.13,Y,2.0
24.0,73000.0,Rent,5.0,Medical,C,9600.0,13.92,0.0,0.13,Y,2.0
22.0,23587.0,Rent,4.0,Homeimprovement,B,2000.0,11.89,1.0,0.08,N,1.0
23.0,52692.0,Rent,4.0,Medical,C,3500.0,12.23,0.0,0.07,Y,2.0
26.0,50004.0,Mortgage,10.0,Education,A,5000.0,9.32,0.0,0.1,N,0.0
36.0,80000.0,Rent,7.0,Homeimprovement,C,6000.0,12.87,0.0,0.07,N,2.0
36.0,39996.0,Rent,0.0,Venture,B,2000.0,11.49,0.0,0.05,N,1.0
24.0,30852.0,Rent,4.0,Medical,A,11200.0,5.79,1.0,0.36,N,0.0
24.0,45000.0,Mortgage,8.0,Homeimprovement,A,4200.0,7.14,0.0,0.09,N,0.0
29.0,59000.0,Mortgage,9.0,Debtconsolidation,D,18000.0,15.65,1.0,0.31,Y,3.0
37.0,65000.0,Rent,4.0,Homeimprovement,F,20000.0,16.71,1.0,0.31,N,5.0
32.0,38000.0,Rent,2.0,Debtconsolidation,B,12000.0,12.42,1.0,0.32,N,1.0
36.0,140000.0,Mortgage,21.0,Personal,A,8000.0,6.99,0.0,0.06,N,0.0
34.0,136625.0,Mortgage,3.0,Venture,A,15000.0,7.88,0.0,0.11,N,0.0
26.0,50000.0,Mortgage,10.0,Homeimprovement,E,15000.0,16.0,0.0,0.3,N,4.0
22.0,20400.0,Rent,1.0,Debtconsolidation,B,4750.0,11.49,0.0,0.23,N,1.0
24.0,40000.0,Rent,6.0,Education,A,5000.0,6.17,0.0,0.13,N,0.0
25.0,69600.0,Mortgage,9.0,Venture,B,7000.0,11.49,0.0,0.1,N,1.0
25.0,117014.0,Mortgage,5.0,Venture,A,8400.0,7.29,0.0,0.07,N,0.0
33.0,78000.0,Mortgage,17.0,Medical,C,3200.0,13.49,0.0,0.04,N,2.0
23.0,70000.0,Mortgage,4.0,Personal,C,6000.0,13.16,0.0,0.09,Y,2.0
24.0,42000.0,Rent,9.0,Debtconsolidation,A,12125.0,7.981061549748491,0.0,0.29,N,0.0
27.0,72000.0,Mortgage,1.0,Debtconsolidation,B,10000.0,10.99,0.0,0.14,N,1.0
21.0,26400.0,Rent,0.0,Education,C,2400.0,14.79,0.0,0.09,Y,2.0
23.0,85000.0,Rent,0.0,Medical,A,20000.0,7.49,0.0,0.24,N,0.0
25.0,78000.0,Mortgage,0.0,Debtconsolidation,A,10000.0,5.79,0.0,0.13,N,0.0
22.0,28150.0,Rent,0.0,Medical,A,1600.0,6.39,0.0,0.06,N,0.0
24.0,90000.0,Rent,2.0,Education,B,11000.0,11.14,0.0,0.12,N,1.0
25.0,33000.0,Own,7.0,Venture,B,8000.0,10.38,0.0,0.24,N,1.0
23.0,24000.0,Rent,4.0,Personal,A,5000.0,6.62,0.0,0.21,N,0.0
29.0,75000.0,Mortgage,3.0,Medical,B,4000.0,10.75,0.0,0.05,N,1.0
23.0,14400.0,Rent,0.0,Venture,B,4000.0,10.74,1.0,0.28,N,1.0
31.0,40860.0,Rent,0.0,Venture,A,4000.0,7.9178265448359,0.0,0.1,N,0.0
31.0,96000.0,Mortgage,4.0,Medical,A,9600.0,5.99,0.0,0.1,N,0.0
34.0,80000.0,Rent,4.0,Homeimprovement,A,5000.0,6.17,0.0,0.06,N,0.0
22.0,45000.0,Mortgage,1.0,Education,B,14550.0,11.83,0.0,0.32,N,1.0
23.0,90000.0,Mortgage,7.0,Venture,A,4900.0,6.99,0.0,0.05,N,0.0
25.0,62496.0,Mortgage,1.0,Homeimprovement,A,8000.0,7.51,0.0,0.13,N,0.0
23.0,65000.0,Own,7.0,Medical,C,10000.0,13.98,0.0,0.15,N,2.0
40.0,28000.0,Own,18.0,Venture,B,1600.0,9.99,0.0,0.06,N,1.0
22.0,52000.0,Mortgage,6.0,Venture,C,2650.0,12.99,0.0,0.05,Y,2.0
26.0,44000.0,Rent,0.0,Medical,B,3075.0,10.99,0.0,0.07,N,1.0
26.0,42000.0,Mortgage,0.0,Venture,B,4500.0,11.48,0.0,0.11,N,1.0
28.0,77000.0,Mortgage,4.0,Debtconsolidation,B,2600.0,11.71,0.0,0.03,N,1.0
30.0,50000.0,Mortgage,1.0,Personal,B,16000.0,10.38,0.0,0.32,N,1.0
22.0,72000.0,Rent,6.0,Medical,C,12000.0,12.99,0.0,0.17,Y,2.0
21.0,30000.0,Rent,2.0,Personal,D,5000.0,14.96,1.0,0.17,N,3.0
24.0,43000.0,Rent,9.0,Education,A,11000.0,8.94,0.0,0.26,N,0.0
34.0,113000.0,Rent,6.0,Debtconsolidation,C,9600.0,12.971696248247056,0.0,0.08,N,2.0
30.0,70000.0,Mortgage,4.0,Medical,B,10200.0,12.42,0.0,0.15,N,1.0
33.0,72890.0,Mortgage,1.0,Medical,C,16400.0,13.79,0.0,0.22,Y,2.0
44.0,57700.0,Mortgage,4.0,Medical,A,3600.0,6.99,0.0,0.06,N,0.0
28.0,32500.0,Rent,0.0,Medical,A,8250.0,7.51,0.0,0.25,N,0.0
32.0,25200.0,Rent,9.0,Medical,A,4900.0,6.17,0.0,0.19,N,0.0
22.0,100000.0,Mortgage,0.0,Personal,C,15000.0,13.85,0.0,0.15,Y,2.0
27.0,31000.0,Rent,4.0,Debtconsolidation,A,8000.0,7.66,1.0,0.26,N,0.0
37.0,108996.0,Rent,15.0,Education,C,16000.0,13.11,0.0,0.15,Y,2.0
23.0,60000.0,Mortgage,5.0,Debtconsolidation,B,10000.0,11.71,0.0,0.17,N,1.0
42.0,32400.0,Rent,1.0,Debtconsolidation,D,8875.0,16.29,1.0,0.27,N,3.0
25.0,77000.0,Mortgage,8.0,Homeimprovement,A,9000.0,6.03,0.0,0.12,N,0.0
29.0,30000.0,Mortgage,2.0,Medical,A,6500.0,8.59,0.0,0.22,N,0.0
24.0,80000.0,Mortgage,4.0,Personal,C,2000.0,15.27,0.0,0.03,Y,2.0
23.0,100000.0,Mortgage,7.0,Personal,B,11200.0,11.49,0.0,0.11,N,1.0
40.0,46000.0,Mortgage,5.0,Medical,A,10000.0,7.9,0.0,0.22,N,0.0
27.0,33500.0,Rent,0.0,Medical,B,2100.0,12.21,0.0,0.06,N,1.0
28.0,24996.0,Rent,2.0,Debtconsolidation,C,7000.0,12.53,0.0,0.28,N,2.0
33.0,42000.0,Rent,3.0,Medical,B,9000.0,10.461883490179348,0.0,0.21,N,1.0
33.0,115000.0,Mortgage,3.0,Personal,A,14000.0,6.03,0.0,0.12,N,0.0
36.0,100111.0,Mortgage,5.0,Venture,C,20000.0,13.49,0.0,0.2,N,2.0
23.0,75000.0,Mortgage,3.0,Education,A,4900.0,7.74,0.0,0.07,N,0.0
26.0,40000.0,Own,0.0,Medical,B,15000.0,9.64,0.0,0.38,N,1.0
23.0,47496.0,Rent,7.0,Education,B,3500.0,12.69,0.0,0.07,N,1.0
34.0,54000.0,Mortgage,18.0,Homeimprovement,A,4000.0,6.39,0.0,0.07,N,0.0
28.0,30225.0,Rent,7.0,Personal,B,2000.0,12.42,0.0,0.07,N,1.0
23.0,56000.0,Mortgage,7.0,Personal,F,13750.0,18.43,0.0,0.25,N,5.0
27.0,35000.0,Rent,5.0,Medical,C,10375.0,14.27,0.0,0.3,N,2.0
27.0,37440.0,Rent,5.0,Personal,A,15000.0,7.9,1.0,0.4,N,0.0
30.0,114000.0,Mortgage,13.0,Debtconsolidation,A,9975.0,5.42,0.0,0.09,N,0.0
30.0,180000.0,Mortgage,5.0,Medical,A,14000.0,6.03,0.0,0.08,N,0.0
22.0,50900.0,Mortgage,6.0,Debtconsolidation,C,22000.0,13.068202594205964,0.0,0.43,Y,2.0
25.0,50000.0,Rent,6.0,Venture,A,8000.0,7.9,0.0,0.16,N,0.0
25.0,120000.0,Mortgage,5.0,Homeimprovement,A,21000.0,7.9,0.0,0.17,N,0.0
32.0,200000.0,Rent,14.0,Venture,B,25000.0,10.62,0.0,0.13,N,1.0
20.0,85920.0,Mortgage,3.0,Debtconsolidation,A,12000.0,8.49,0.0,0.14,N,0.0
32.0,100000.0,Rent,7.0,Education,C,14400.0,13.35,0.0,0.14,Y,2.0
23.0,168600.0,Rent,3.0,Medical,B,20000.0,11.58,0.0,0.12,N,1.0
24.0,75600.0,Mortgage,5.0,Venture,A,7200.0,5.99,0.0,0.1,N,0.0
28.0,140000.0,Rent,0.0,Debtconsolidation,A,7400.0,6.03,0.0,0.05,N,0.0
31.0,80000.0,Mortgage,6.0,Education,A,12750.0,7.29,0.0,0.16,N,0.0
26.0,54000.0,Mortgage,3.0,Medical,A,5000.0,5.79,0.0,0.09,N,0.0
28.0,48500.0,Rent,4.0,Personal,C,15000.0,12.87,1.0,0.31,Y,2.0
37.0,50400.0,Rent,9.0,Venture,A,1800.0,8.9,0.0,0.04,N,0.0
30.0,36000.0,Own,5.0,Venture,A,4800.0,7.924052760704217,0.0,0.13,N,0.0
29.0,53000.0,Mortgage,13.0,Debtconsolidation,C,10750.0,13.11,0.0,0.2,N,2.0
27.0,58000.0,Rent,2.0,Education,B,4000.0,9.67,0.0,0.07,N,1.0
23.0,80000.0,Mortgage,7.0,Venture,A,4800.0,7.29,0.0,0.06,N,0.0
23.0,52000.0,Rent,4.0,Debtconsolidation,C,6000.0,14.22,0.0,0.12,N,2.0
26.0,42000.0,Rent,0.0,Venture,B,6000.0,11.12,0.0,0.14,N,1.0
21.0,40000.0,Rent,5.0,Venture,D,1200.0,15.58,0.0,0.03,N,3.0
43.0,90000.0,Rent,9.0,Medical,C,18000.0,13.11,0.0,0.2,N,2.0
39.0,62400.0,Rent,7.0,Personal,C,20000.0,12.68,1.0,0.32,N,2.0
22.0,60000.0,Rent,6.0,Medical,C,1500.0,13.57,0.0,0.03,Y,2.0
26.0,20004.0,Rent,2.0,Debtconsolidation,B,4000.0,12.18,0.0,0.2,N,1.0
24.0,63410.0,Mortgage,3.0,Medical,E,20000.0,17.51,1.0,0.27,N,4.0
34.0,50000.0,Rent,2.0,Medical,B,2800.0,11.86,0.0,0.06,N,1.0
24.0,19200.0,Rent,2.0,Education,B,1000.0,12.53,0.0,0.05,N,1.0
22.0,82000.0,Mortgage,6.0,Education,B,10750.0,9.25,0.0,0.13,N,1.0
23.0,175000.0,Mortgage,5.0,Education,D,35000.0,15.674521698232578,0.0,0.2,N,3.0
29.0,47000.0,Rent,0.0,Medical,B,3000.0,10.25,0.0,0.06,N,1.0
33.0,60000.0,Mortgage,3.0,Debtconsolidation,A,5000.0,5.42,0.0,0.08,N,0.0
34.0,38000.0,Rent,3.0,Medical,C,10500.0,13.49,0.0,0.28,N,2.0
23.0,35941.0,Mortgage,7.0,Homeimprovement,C,3500.0,13.35,1.0,0.1,N,2.0
53.0,46000.0,Own,9.0,Personal,B,4925.0,11.71,0.0,0.11,N,1.0
37.0,74784.0,Rent,8.0,Homeimprovement,E,15000.0,14.5,0.0,0.2,N,4.0
24.0,78000.0,Mortgage,0.0,Personal,B,15000.0,10.508580109191723,1.0,0.19,N,1.0
40.0,82531.0,Mortgage,1.0,Medical,A,6000.0,7.933392084506691,0.0,0.07,N,0.0
29.0,60000.0,Mortgage,13.0,Medical,A,8000.0,5.99,0.0,0.13,N,0.0
27.0,118500.0,Mortgage,4.0,Debtconsolidation,A,15000.0,6.91,0.0,0.13,N,0.0
25.0,48000.0,Rent,2.0,Debtconsolidation,A,3000.0,7.910043775000504,0.0,0.06,N,0.0
36.0,42000.0,Rent,7.0,Personal,B,15600.0,10.51324977109296,1.0,0.37,N,1.0
30.0,45000.0,Mortgage,11.0,Personal,D,10000.0,14.74,1.0,0.22,N,3.0
38.0,65000.0,Rent,6.0,Personal,C,7500.0,12.29,0.0,0.12,Y,2.0
25.0,150000.0,Mortgage,9.0,Debtconsolidation,B,25000.0,10.25,0.0,0.17,N,1.0
26.0,56000.0,Rent,4.0,Personal,A,7000.0,9.07,0.0,0.13,N,0.0
21.0,14400.0,Own,0.0,Homeimprovement,B,3000.0,10.415186871166974,1.0,0.21,N,1.0
22.0,46000.0,Rent,1.0,Debtconsolidation,D,6200.0,15.450377926973179,1.0,0.13,N,3.0
47.0,87000.0,Mortgage,15.0,Personal,A,10000.0,7.964523163848274,0.0,0.11,N,0.0
21.0,19000.0,Rent,0.0,Personal,A,2900.0,8.0,0.0,0.15,N,0.0
26.0,30000.0,Rent,5.0,Personal,C,8000.0,12.99,0.0,0.27,N,2.0
29.0,55000.0,Rent,0.0,Homeimprovement,B,14000.0,11.58,0.0,0.25,N,1.0
31.0,36000.0,Rent,4.0,Medical,B,8000.0,10.65,0.0,0.22,N,1.0
34.0,89000.0,Mortgage,17.0,Debtconsolidation,B,10000.0,10.99,0.0,0.11,N,1.0
26.0,277104.0,Rent,0.0,Venture,B,20000.0,11.48,0.0,0.07,N,1.0
41.0,42000.0,Rent,5.0,Debtconsolidation,C,2000.0,13.23,0.0,0.05,Y,2.0
24.0,92259.0,Mortgage,4.0,Homeimprovement,A,6000.0,7.933392084506691,0.0,0.07,N,0.0
36.0,48686.0,Rent,21.0,Venture,D,12000.0,13.99,0.0,0.25,N,3.0
24.0,57996.0,Rent,8.0,Medical,D,2000.0,15.37,1.0,0.03,N,3.0
28.0,55704.0,Mortgage,12.0,Debtconsolidation,A,8400.0,7.51,0.0,0.15,N,0.0
32.0,703800.0,Rent,14.0,Medical,D,12000.0,15.33,1.0,0.01,Y,3.0
23.0,86000.0,Mortgage,4.0,Medical,B,25000.0,10.586407807545681,0.0,0.29,N,1.0
23.0,49161.0,Rent,1.0,Homeimprovement,D,8000.0,13.17,1.0,0.16,Y,3.0
24.0,68000.0,Rent,2.0,Venture,A,8400.0,7.88,0.0,0.12,N,0.0
36.0,24000.0,Rent,1.0,Education,B,5000.0,10.36,0.0,0.21,N,1.0
22.0,57500.0,Rent,4.0,Medical,A,5400.0,5.42,0.0,0.09,N,0.0
24.0,64000.0,Mortgage,8.0,Venture,B,1200.0,10.74,0.0,0.02,N,1.0
26.0,100000.0,Mortgage,7.0,Debtconsolidation,A,7500.0,8.32,0.0,0.07,N,0.0
27.0,48000.0,Rent,2.0,Medical,B,5000.0,11.58,0.0,0.1,N,1.0
25.0,80000.0,Rent,2.0,Personal,C,12375.0,10.91,0.0,0.15,N,2.0
22.0,48000.0,Rent,1.0,Medical,B,7200.0,9.62,0.0,0.15,N,1.0
27.0,72900.0,Mortgage,3.0,Personal,D,10000.0,15.7,0.0,0.14,Y,3.0
22.0,74476.0,Mortgage,6.0,Education,A,5000.0,8.49,1.0,0.07,N,0.0
29.0,49668.0,Rent,4.0,Debtconsolidation,A,10525.0,7.9,0.0,0.21,N,0.0
25.0,199000.0,Mortgage,4.0,Personal,B,15000.0,9.99,0.0,0.08,N,1.0
37.0,186000.0,Own,7.0,Venture,A,3000.0,6.39,0.0,0.02,N,0.0
26.0,105000.0,Mortgage,2.0,Homeimprovement,B,7200.0,10.65,0.0,0.07,N,1.0
34.0,97356.0,Rent,12.0,Homeimprovement,C,20000.0,13.22,0.0,0.21,Y,2.0
23.0,38400.0,Rent,7.0,Debtconsolidation,C,3600.0,13.61,0.0,0.09,Y,2.0
31.0,66000.0,Rent,4.0,Debtconsolidation,C,6000.0,14.35,1.0,0.09,N,2.0
29.0,61240.0,Mortgage,4.0,Venture,D,7000.0,15.456604142841496,0.0,0.11,Y,3.0
38.0,30000.0,Rent,2.0,Debtconsolidation,C,2200.0,12.914103751465127,0.0,0.07,Y,2.0
49.0,23004.0,Rent,6.0,Personal,D,3250.0,15.21,0.0,0.14,N,3.0
25.0,32500.0,Mortgage,3.0,Education,A,12500.0,7.9,0.0,0.38,N,0.0
36.0,112455.0,Rent,3.0,Debtconsolidation,B,6400.0,9.99,0.0,0.06,N,1.0
36.0,36000.0,Rent,7.0,Personal,A,16000.0,8.9,1.0,0.44,N,0.0
23.0,40000.0,Rent,3.0,Education,B,10000.0,10.75,0.0,0.25,N,1.0
25.0,29120.0,Rent,1.0,Venture,C,6250.0,15.96,0.0,0.21,Y,2.0
25.0,160000.0,Mortgage,3.0,Venture,C,20000.0,13.47,0.0,0.13,Y,2.0
23.0,42900.0,Own,6.0,Medical,A,1000.0,6.76,0.0,0.02,N,0.0
40.0,16800.0,Rent,8.0,Personal,A,5000.0,8.94,1.0,0.3,N,0.0
26.0,46000.0,Rent,3.0,Medical,D,11000.0,16.29,1.0,0.24,Y,3.0
35.0,29400.0,Rent,0.0,Venture,B,6150.0,12.21,0.0,0.21,N,1.0
24.0,75000.0,Rent,2.0,Medical,B,2000.0,9.99,0.0,0.03,N,1.0
27.0,66000.0,Rent,10.0,Medical,C,5000.0,13.99,0.0,0.08,Y,2.0
29.0,94000.0,Mortgage,9.0,Personal,A,10000.0,7.51,0.0,0.11,N,0.0
27.0,67000.0,Mortgage,11.0,Education,D,24250.0,14.96,0.0,0.36,N,3.0
49.0,58000.0,Mortgage,5.0,Personal,D,16000.0,15.33,1.0,0.28,N,3.0
27.0,60000.0,Own,0.0,Medical,D,7500.0,15.37,0.0,0.13,Y,3.0
22.0,25000.0,Rent,2.0,Education,A,8400.0,6.62,1.0,0.34,N,0.0
22.0,48000.0,Mortgage,0.0,Medical,A,3500.0,6.54,0.0,0.07,N,0.0
24.0,130000.0,Mortgage,5.0,Debtconsolidation,B,25000.0,12.53,0.0,0.19,N,1.0
27.0,73000.0,Mortgage,11.0,Personal,A,10000.0,5.79,0.0,0.14,N,0.0
25.0,70000.0,Own,9.0,Homeimprovement,A,5000.0,8.59,0.0,0.07,N,0.0
28.0,46000.0,Mortgage,3.0,Education,D,16750.0,14.96,0.0,0.36,N,3.0
28.0,79000.0,Mortgage,4.0,Venture,D,2000.0,16.0,0.0,0.03,Y,3.0
27.0,145986.0,Mortgage,2.0,Medical,A,5500.0,5.42,0.0,0.04,N,0.0
31.0,88000.0,Mortgage,10.0,Debtconsolidation,B,7000.0,9.2,0.0,0.08,N,1.0
22.0,28800.0,Rent,5.0,Medical,B,9000.0,10.99,1.0,0.31,N,1.0
24.0,35000.0,Rent,1.0,Venture,A,12000.0,6.54,1.0,0.34,N,0.0
24.0,52000.0,Rent,3.0,Homeimprovement,B,8000.0,10.99,0.0,0.15,N,1.0
24.0,140300.0,Mortgage,6.0,Debtconsolidation,B,6000.0,11.14,0.0,0.04,N,1.0
29.0,76320.0,Rent,8.0,Education,C,2500.0,12.61,0.0,0.03,Y,2.0
31.0,101000.0,Rent,3.0,Debtconsolidation,A,20000.0,7.9,0.0,0.2,N,0.0
23.0,132000.0,Mortgage,3.0,Debtconsolidation,A,9600.0,7.14,0.0,0.07,N,0.0
28.0,20000.0,Rent,4.0,Personal,B,5000.0,10.65,0.0,0.25,N,1.0
22.0,45000.0,Rent,5.0,Medical,C,2500.0,14.35,0.0,0.06,Y,2.0
26.0,79500.0,Mortgage,1.0,Education,B,6000.0,11.36,0.0,0.08,N,1.0
37.0,138000.0,Mortgage,19.0,Education,D,4000.0,15.62,0.0,0.03,N,3.0
25.0,86000.0,Rent,10.0,Homeimprovement,D,10000.0,15.479952452347684,0.0,0.12,N,3.0
58.0,72000.0,Rent,5.0,Homeimprovement,B,4500.0,10.426861025920067,0.0,0.06,N,1.0
22.0,49176.0,Rent,7.0,Medical,C,17500.0,13.85,1.0,0.36,N,2.0
24.0,35000.0,Mortgage,3.0,Medical,C,15000.0,14.27,0.0,0.43,N,2.0
23.0,39000.0,Rent,3.0,Personal,B,10000.0,11.99,1.0,0.26,N,1.0
36.0,28000.0,Mortgage,1.0,Venture,D,3075.0,15.62,1.0,0.11,Y,3.0
23.0,81600.0,Mortgage,7.0,Debtconsolidation,A,9000.0,7.49,0.0,0.11,N,0.0
24.0,44000.0,Mortgage,4.0,Personal,B,11200.0,10.99,0.0,0.25,N,1.0
24.0,47000.0,Mortgage,1.0,Education,B,8500.0,10.457992105261651,0.0,0.18,N,1.0
23.0,96000.0,Mortgage,5.0,Personal,A,1500.0,6.62,0.0,0.02,N,0.0
25.0,32000.0,Rent,2.0,Debtconsolidation,B,8000.0,10.62,0.0,0.25,N,1.0
24.0,50000.0,Rent,3.0,Medical,B,8000.0,12.42,0.0,0.16,N,1.0
24.0,54000.0,Mortgage,5.0,Personal,A,11000.0,5.42,0.0,0.2,N,0.0
32.0,34000.0,Mortgage,5.0,Debtconsolidation,A,2800.0,9.32,0.0,0.08,N,0.0
29.0,58000.0,Other,0.0,Homeimprovement,B,14000.0,11.83,0.0,0.24,N,1.0
26.0,80171.0,Rent,3.0,Homeimprovement,C,18000.0,13.85,0.0,0.22,N,2.0
31.0,101000.0,Mortgage,5.0,Education,A,18000.0,8.49,0.0,0.18,N,0.0
27.0,85000.0,Rent,6.0,Homeimprovement,B,9000.0,10.36,0.0,0.11,N,1.0
25.0,46000.0,Rent,9.0,Personal,A,7000.0,8.49,0.0,0.15,N,0.0
36.0,65000.0,Mortgage,3.0,Venture,C,4000.0,13.48,0.0,0.06,Y,2.0
24.0,71000.0,Mortgage,8.0,Education,B,3500.0,11.49,0.0,0.05,N,1.0
25.0,101000.0,Mortgage,9.0,Education,B,17000.0,11.71,0.0,0.17,N,1.0
22.0,29865.0,Rent,6.0,Education,B,5000.0,11.12,1.0,0.17,N,1.0
29.0,55000.0,Mortgage,4.0,Personal,A,3600.0,6.92,0.0,0.07,N,0.0
25.0,19200.0,Rent,0.0,Personal,C,1825.0,12.68,0.0,0.1,Y,2.0
23.0,87000.0,Mortgage,5.0,Debtconsolidation,C,15000.0,14.35,0.0,0.17,N,2.0
26.0,116000.0,Mortgage,5.0,Venture,C,5000.0,12.935895507004235,1.0,0.04,Y,2.0
27.0,73000.0,Mortgage,3.0,Debtconsolidation,B,18000.0,12.69,1.0,0.25,N,1.0
23.0,63000.0,Mortgage,7.0,Personal,A,6800.0,7.66,0.0,0.11,N,0.0
24.0,37004.0,Rent,2.0,Venture,D,5500.0,15.05,1.0,0.15,N,3.0
28.0,30422.0,Own,12.0,Personal,A,5000.0,8.49,0.0,0.16,N,0.0
26.0,82000.0,Mortgage,1.0,Homeimprovement,C,20000.0,13.57,0.0,0.24,N,2.0
22.0,38000.0,Mortgage,5.0,Education,B,4800.0,9.99,0.0,0.13,N,1.0
32.0,77500.0,Mortgage,3.0,Personal,B,13000.0,10.49301456952093,0.0,0.17,N,1.0
